CompanyID,Company_Name,Company_Type,Address,Address2,City,State,Postal_Code,Country,URL,Phone,TollFree_Phone,Company Created Date,Company Modify Date,Portal Update Date
599580,C.H.L. Inc.,Distributor,3229 South Cherry Lane,,Fort Worth,TX,76116,United States,http://www.chlinc.net,8172472091,,1/14/2010,2/4/2019,7/14/2017
69302,CADlink Technology Corp.,Manufacturer,2150 Thurston Drive,Ste. 101,Ottawa,ON,K1G 5T9,Canada,www.cadlink.com,6132470850,8005459581,1/18/2000,6/20/2018,6/20/2018
879102,Cali DTG Printing Services,,2605 W. La Habra Blvd.,,La Habra,CA,90631,United States,https://www.calidtg.com/,8669698287,,6/11/2019,6/11/2019,
773619,Cali Headwear,,20934 S Sante Fe Ave,,Carson,CA,90810,United States,http://www.caliheadwear.com,3232683187,8002254401,6/21/2016,2/6/2018,
599583,Cali-Fame of Los Angeles Headwear,Manufacturer,20934 S Santa Fe Ave.,,Carson,CA,90810,United States,www.califame.com,8002254401,8002254401,1/14/2010,7/9/2018,7/9/2018
845975,California Digitizing,,3034 Alexander Ave.,,Santa Clara,CA,95051,United States,www.californiadigitizing.com,4085406220,,6/5/2018,1/8/2019,
879156,Calko Group,,28 Industrial Drive,,Milton,VT,5468,United States,http://calkogroup.com,8003611190,,6/14/2019,6/14/2019,
283214,Callaway Apparel / Perry Ellis Intl.,Manufacturer,3000 NW 107th Ave.,,Miami,FL,33172,United States,www.pei-corporateapparel.com,8662314309,8662314309,4/16/2007,7/18/2016,7/29/2016
62069,Camber Sportswear Inc.,Manufacturer,2 Dekalb Pike,,Norristown,PA,19401,United States,www.camberusa.com,6102399910,8003457518,7/29/2004,1/8/2019,6/20/2018
763726,CAMFive Usa,,219 S. 3rd Ave,Ste 3,La Puente,CA,91746,United States,www.camfive.com,6268554515,,11/30/2015,1/8/2019,
599591,Camie-Campbell Inc.,Manufacturer,9225 Watson Industrial Park,,St. Louis,MO,63126,United States,www.camie.com,3149683222,,1/14/2010,7/17/2012,6/24/2011
806889,Canon Solutions America,,100 Park Blvd.,,Itasca,IL,60143,United States,https://csa.canon.com/online/portal/csa,6302506397,8008424534,10/17/2016,2/5/2019,
61836,Cansew Inc.,Manufacturer/Distributor,111 Chabanel St. West,Ste. 101,Montreal,QC,H2N 1C9,Canada,www.cansew.ca,5143822801,8003617722,7/29/2004,4/25/2019,7/8/2019
283225,Cap America Inc.,Manufacturer,One Cap America Drive,,Fredericktown,MO,63645-6102,United States,https://www.capamerica.com/,5737833394,8004872227,4/16/2007,8/9/2019,6/24/2019
290839,Cape Cod Textile Inc.,,338 Route 130,,Sandwich,MA,02563-2302,United States,capecodtextile.com,5088888000,8882229242,9/7/2007,1/8/2019,
62369,Capital Resource Corp.,Manufacturer/Distributor,P.O. Box 106,,Terrell,NC,28682-0106,United States,http://www.crcsales.com,8284784272,,7/29/2004,2/7/2019,7/18/2012
62453,Capitol Embroidery Group,Distributor,272 East Lafayette Road,,St. Paul,MN,55107-1217,United States,capitolemb.com,6512810161,8888100161,7/29/2004,1/8/2019,7/20/2015
610810,Capsmith Inc.,Manufacturer/Distributor,2240 Old Lake Mary Road,,Sanford,FL,32771,United States,www.capsmith.com,4073287660,8002283889,6/7/2010,1/29/2019,6/24/2019
65609,Cardinal Activewear Co.,Distributor,P.O. Box 1029,19517 Riverside Dr.,Grundy,VA,24614-1029,United States,https://www.cardinalactivewear.com,2769356414,8006477745,10/15/2004,2/6/2017,7/7/2015
281607,Carhartt Industrial Sales Division,,5750 Mercury Drive,,Dearborn,MI,48126-4167,United States,www.carhartt.com,3132718460,8007863916,4/9/2007,9/27/2016,
65692,Carolina Made Inc.,Distributor,400 Indian Trail Road North,,Indian Trail,NC,28079-7625,United States,www.carolinamade.com,7048216425,8002221409,10/15/2004,1/23/2019,7/8/2019
599602,Carry-All Bag Co. Inc.,Manufacturer,1983 Coney Island Ave.,,Brooklyn,NY,11223,United States,http://www.carryallbag.com,7183754230,,1/14/2010,2/9/2017,7/14/2014
867567,Cartwright's Sequins,,11108 N. Highway 348,,Mountainburg,AR,72946,United States,ccartwright.com,4796966927,,3/15/2019,3/15/2019,
65845,Caseys' Page Mill Ltd.,Manufacturer/Distributor,6528 South Oneida Ct.,,Centennial,CO,80111-4617,United States,www.caseyspm.com,3032201463,8005445620,10/15/2004,2/13/2019,7/19/2019
832048,CC Wholesale Clothing,,2800 East 12th St.,Unit BB,Los Angeles,CA,90023,United States,ccwholesaleclothing.com,8662988402,,8/11/2017,12/19/2017,
75722,Century 21 Promotions Inc./ Fahrenheit Headwear,Manufacturer/Distributor,2601 West Commodore Way,,Seattle,WA,98199-1263,United States,www.fahrenheitheadwear.com,2062828827,8009352100,2/1/2005,6/26/2018,6/21/2019
765359,Century Business Solutions,,20 Pacifica,Ste. 1450,Irvine,CA,92618,United States,www.centurybizsolutions.net,,8885007798,1/28/2016,8/13/2019,
746894,Century Place Apparel,Manufacturer,10220-A Western Ridge Road,,Charlotte,NC,28273,United States,www.centuryplaceapparel.com,7047900970,8004381246,7/6/2015,1/8/2019,7/9/2018
293196,Chadsworth & Haig,Manufacturer/Distributor,PO Box 888,,Monroe,NC,28111,United States,www.candh-online.com,8436758250,8002925990,9/17/2007,10/18/2018,6/27/2016
204752,Champion,Manufacturer,1000 East Hanes Mills Road,,Winston Salem,NC,27105,United States,www.championlocator.com/,8006857557,8006857557,10/20/2005,1/8/2019,7/9/2018
599608,Champro,Manufacturer,1175 Wheeling Road,,Wheeling,IL,60090,United States,www.champrosports.com,8472294070,,1/14/2010,1/29/2019,7/16/2019
599611,Charles M. Jessup Inc.,Manufacturer/Distributor,177 Smith St.,,Keasbey,NJ,08832-1158,United States,www.screenanddigitalsupply.com/,7323240430,8005254657,1/14/2010,6/20/2018,6/20/2018
290889,Charles River Apparel,Manufacturer/Distributor,1205 Providence Hwy.,Route 1,Sharon,MA,2067,United States,www.charlesriverapparel.com,7817935300,8002250550,9/7/2007,1/29/2019,8/14/2019
127174,Chef Works,Manufacturer/Distributor,12325 Kerran St.,,Poway,CA,92064-8837,United States,http://www.chefworks.com,8586435600,8003726621,9/3/2001,8/25/2016,8/18/2011
706285,Chicago Printing and Embroidery Inc.,Service Provider,777 W Factory Road,,Addison,IL,60101,United States,www.yourshirtstore.com,6306281777,,8/13/2013,1/8/2019,7/11/2016
722729,Choice Cap,,100 W. 17th St.,#21,Los Angeles,CA,90015,United States,https://pitbullcap.com/,2137457753,,6/9/2014,6/11/2019,
599615,Chromaline Screen Print Products,Manufacturer,4832 Grand Ave.,,Duluth,MN,55807,United States,www.chromaline.com/,2186282217,8003284261,1/14/2010,10/16/2018,6/27/2019
768651,CHT Germany GmbH,,Bismarckstr. 102,,Tübingen,,72072,Germany,www.cht.com,4970711540,,4/27/2016,6/11/2019,
559907,CIT,Service Provider,155 Commerce Way,,Portsmouth,NH,3801,United States,www.DirectCapital.com,6037669315,,10/6/2009,7/30/2019,6/20/2018
722898,CityBlue Technologies,Service Provider,404 SW Adams St.,,Peoria,IL,61602,United States,http://www.citybluetechnologies.com,3095505000,8007476500,6/17/2014,2/5/2019,7/6/2018
62240,Clauss,,55 Walls Drive,,Fairfield,CT,6824,United States,www.claussco.com,8008352263,8008352263,7/29/2004,1/8/2019,
62343,Coast Financial Leasing,Service Provider,39 Costa Brava,,Coto De Caza,CA,92679,United States,www.coastfinancial.com,8006423010,8006423010,7/29/2004,7/17/2012,7/10/2012
599625,Coastal Business Supplies,Manufacturer/Distributor,2444 Northline Industrial Dr.,,Maryland Heights,MO,63043,United States,www.coastalbusiness.com,8005627760,8005627760,1/14/2010,4/18/2019,6/21/2019
773371,Coastal Tees,,514 Philadelphia Blvd,,Sea Girt,NJ,8750,United States,www.coastaltees.net,7324498789,,6/21/2016,6/21/2016,
722750,Coats North America,,3430 Toringdon Way,Ste. 301,Charlotte,NC,,United States,,3362940604,,6/9/2014,,
61954,Cobra Caps,Manufacturer/Distributor,10425 Sanden Drive,,Dallas,TX,75238-1740,United States,https://cobracap.com/,2145031400,8005002627,7/29/2004,2/4/2019,7/5/2018
62292,ColDesi Inc.,Manufacturer/Distributor,4537 S Dale Mabry Hwy.,,Tampa,FL,33611-5655,United States,www.coldesi.com,8138326830,8777933278,7/29/2004,6/21/2019,6/24/2019
746705,Colex Sharpcut Flatbed Cutter,,57 Bushes Ln,,Elmwood Park,NJ,7407,United States,www.colex.com,2012655670,,7/1/2015,12/4/2017,
611084,Colman & Co.,Manufacturer/Distributor,5409 South West Shore Blvd.,,Tampa,FL,33611,United States,www.colmanandcompany.com,8008911094,8008911094,6/11/2010,1/30/2019,6/24/2015
777315,Colonial Patterns Inc.,,340 W 5th St,,Kansas City,MO,64105,United States,colonialpatterns.com,8164713313,8008215292,8/24/2016,8/14/2019,
765368,Color-Dec North America,,1895 Airport Exchange Blvd.,Ste. 100,Erlanger,KY,41018,United States,www.color-dec.com,8775421863,8775421863,1/28/2016,12/29/2016,
65802,Colorado Trading & Clothing Co.,Manufacturer/Distributor,6161 South Syracause Way,Ste 300,Greenwood Village,CO,80111,United States,http://www.coloradoclothing.com,3033931202,8883639327,10/15/2004,3/21/2019,7/5/2016
611566,ColorStitch Inc.,,3100 S. Croddy Way,,Santa Ana,CA,92704,United States,www.colorstitchinc.com,7147544220,,7/7/2010,1/23/2019,
65773,Columbus Embroidery Supply Inc.,,617 Green Road,,Madison,IN,47250-2141,United States,www.columbusembroidery.com,8122730860,8004668820,10/15/2004,1/9/2019,
748157,Comfort Colors,Manufacturer/Distributor,Newton,,Christ Church,,BB17047,Barbados,www.dyehouse.com/,18774453265,18005456366,7/16/2015,8/10/2018,8/10/2018
599634,Commonwealth Cotton Inc.,Distributor,610 Pleasant St.,,Watertown,MA,2472,United States,www.commonwealthcotton.com,6173934000,,1/14/2010,9/22/2010,7/11/2016
623777,Concord Store Fixture Group,Manufacturer/Distributor,60 Citation Dr.,,Concord,ON,L4K2W9,Canada,www.concordstorefixturegroup.com/,9057382127,18669389457,7/10/2012,11/7/2018,6/21/2019
773520,Conde Systems Inc.,Manufacturer/Distributor,5600 Commerce Blvd. E,,Mobile,AL,36619,United States,dyetrans.com/,2516335704,8008266332,6/21/2016,4/22/2019,7/8/2019
599639,Consew,,131 West 25th St.,,Carlstadt,NJ,7072,United States,www.consew.com,2127417788,,1/14/2010,1/9/2019,
879159,Continental Headwear,,17-09 Zink Place,Unit 5,Fairlawn,NJ,7410,United States,https://www.continentalheadwear.com,2017738168,,6/14/2019,6/14/2019,
773747,Copyartwork.com,,4189 Santa Ana St.,Unit F,Ontario,CA,91761,United States,https://copyartwork.com/,9096056887,,6/21/2016,6/12/2017,
607327,Corel Corp.,Service Provider,1600 Carling Ave.,,Ottawa,ON,K1Z 8R7,Canada,www.coreldraw.com,8882673548,,3/22/2010,10/22/2018,6/21/2019
599643,Cosmo Fiber Corp.,Manufacturer,1802 Santo Domingo Ave.,,Duarte,CA,91010,United States,www.CosmoFiber.com,6262566098,8003661600,1/14/2010,2/1/2011,7/15/2019
599644,Cotswold Embroidery Backings,Manufacturer/Distributor,10 East 40th St.,Ste. 3410,New York,NY,10016,United States,www.cotswoldindustries.com,2126893432,,1/14/2010,8/10/2018,6/24/2015
62329,Cotton Connection Inc.,Manufacturer/Distributor,4920 S. Monitor Ave,,Chicago,IL,60638,United States,www.cottonconnection.com,7735230505,8006351104,7/29/2004,1/9/2019,6/16/2010
600116,Cotton Heritage,Manufacturer/Distributor,6393 East Washington Blvd.,,Commerce,CA,90040,United States,www.cottonheritage.com,3237225592,,1/14/2010,4/8/2019,6/24/2019
623402,Cotton Images,,10481 NW 28th St,,Miami,FL,33172-2152,United States,,5618636063,,6/12/2012,,
879083,Cotton Promo,,2937 S. Alameda St.,,Los Angeles,CA,90058,United States,http://cottonpromo.com/,4243312933,,6/10/2019,6/10/2019,
879152,Cotton Theory,,15524 Broadway Center St.,,Gardena,CA,90248,United States,https://cottontheory.com/,3107695600,,6/14/2019,6/14/2019,
612601,Cotton-Love (Cottonfruit),Manufacturer/Distributor,4795 NW 157th St.,Bay #12,Hialeah,FL,33014,United States,www.cotton-love.com,3056241331,8779TOWELS,8/16/2010,7/5/2018,7/5/2018
599646,Coudray Growth Technologies,Service Provider,825 Capitolio Way,,San Luis Obispo,CA,93401,United States,catalystplan.com,8055411521,8008268372,1/14/2010,7/13/2018,7/13/2018
599647,Country Line Inc.,Manufacturer,Unit 20,90 Signet Drive,Toronto,ON,M9L 1T5,Canada,www.countryline.ca,4167403711,8003107880,1/14/2010,7/6/2018,7/10/2019
623236,Covalent Activewear,Manufacturer/Distributor,7190 Oakland Mills Road,#5 & 6,Columbia,MD,21046,United States,www.covalentactivewear.com/,8009756893,,6/12/2012,4/18/2019,6/21/2019
773581,Cristall Thread & Supply Inc.,Distributor,1485 Greenleaf Ave.,,Elk Grove Village,IL,60007,United States,www.cristallthreads.com,8479811435,18775677086,6/21/2016,8/8/2019,7/9/2018
740238,Crown Roll Leaf Inc.,,91 Illinois Ave,,Paterson,NJ,7503,United States,www.crownrollleaf.com,9737424000,8006313831,5/13/2015,8/6/2019,
623238,CStar Intl. LLC,,1520 South Mary Ave,,Sunnyvale,CA,94087,United States,cstarintl.com,4087054409,,6/12/2012,3/15/2019,
620034,Cubavera,Manufacturer,3000 N.W. 107th Ave.,,Miami,FL,33172,United States,www.pei-corporateapparel.com,8662314309,,7/6/2011,7/11/2011,7/8/2011
599665,Custom Towels and Blankets,,6410 Hilgard Memorial Drive,,Freeburg,IL,62243,United States,www.customtowelsinc.com,6185395005,,1/14/2010,1/9/2019,6/16/2010
599669,Cyrious Software,Service Provider,9432 Common St.,Ste. A,Baton Rouge,LA,70809,United States,http://www.cyrious.com,2257522867,8885529823,1/14/2010,2/4/2019,7/5/2018
616728,D3 Industrial Products,Manufacturer/Distributor,11968 Monarch St,,Garden Grove,CA,92841,United States,www.d3ipinc.com,7148921999,,6/6/2011,6/20/2018,6/20/2018
765416,Dakota Coatings Inc.,,6650 Rivers Ave. ,,Charleston ,SC,29406,United States,http://www.dakotaworldwide.com,8435769566,,1/28/2016,9/19/2017,
62250,Dakota Collectibles,Manufacturer,201 Slate Dr,Ste 3,Bismarck,ND,58503,United States,Dakota Collectibles,7012552409,8003313160,7/29/2004,6/14/2019,6/21/2019
65668,Dalco Athletics Lettering,Manufacturer,P.O. Box 550220,,Dallas,TX,75355-0220,United States,www.dalcoathletic.com,9724941455,8002883252,10/15/2004,7/10/2018,7/10/2018
204550,Data-Stitch Inc.,,113 Dennis Junction Road,,Weatherford,TX,76088,United States,www.datastitch.com,8175949577,8007651004,10/12/2005,1/9/2019,8/21/2012
218020,Davy Mfg. Inc.,Manufacturer,101 W. Eagle Road,Ste. 256,Havertown,PA,19083,United States,http://www.creativeaprons.com,6105838240,8885230300,1/19/2006,9/8/2017,7/13/2011
879051,Days Off Design,,600 Bradley Hill Road,,Blauvelt,NY,10913,United States,https://daysoffdesigns.com,8453586196,,6/6/2019,6/6/2019,
245184,DayStar Apparel Inc.,Manufacturer,124 Confederate Ave.,,Jasper,GA,30143-7707,United States,www.daystarapparel.com,8882507009,8882507009,7/26/2006,6/28/2018,6/28/2018
198862,Dazian Fabrics,,18 Central Blvd.,,South Hackensack,NJ,7606,United States,http://www.dazian.com,2015491000,8772329426,9/28/2005,6/15/2018,
773545,DB CNC,,14024 Chogan Road,,Apple Valley,CA,92307-5660,United States,dbcncrouters.com,9415493658,,6/21/2016,6/12/2018,
701294,DecoNetwork,Service Provider,4485 Tench Road NE,Unit 1221,Suwanee,GA,30024,United States,www.deconetwork.com,5623208771,8553326638,1/14/2013,6/20/2018,6/20/2018
65659,Delta Apparel,Manufacturer,2750 Premiere Pkwy.,Ste. 100,Duluth,GA,30097-8914,United States,www.deltaapparel.com/,8002854456,8002854456,10/15/2004,7/30/2019,6/25/2019
722738,Denco Sales,Distributor,55 S. Yuma,,Denver,CO,80223,United States,dencosales.com,3037330607,877HIDENCO,6/9/2014,10/29/2016,7/14/2014
612527,DeSantis Breindel,,30 W. 21st St.,8th Floor,New York,NY,10010,United States,www.desantisbreindel.com,9172100242,,8/11/2010,1/9/2019,
732073,Design Appeal Inc.,Distributor,3748 SW 30th Ave,,Ft Lauderdale,FL,33312,United States,www.designappeal.com,9549667879,8008413922,1/21/2015,6/20/2018,6/21/2019
767515,Design Like Whoa,Distributor,531 Jessie St.,,SAN FRANCISCO,CA,94103,United States,www.designlikewhoa.com,4155628244,4155628244,4/15/2016,7/5/2018,7/5/2018
599679,Design Products / Pocket Master,Manufacturer/Distributor,2111 Tiburon Drive,,Carrollton,TX,75006,United States,http://www.pocketmasterusa.com,9724164662,8003699285,1/14/2010,2/6/2018,7/11/2017
600984,Design's By Michelle Shaw,Service Provider,6433 62nd St Ct West,,University Place,WA,98467,United States,http://www.companycasuals.com/DesignsbyMichelleShaw,2534712165,,2/5/2010,2/6/2017,7/14/2011
746777,Dickies Occupational Wear,Manufacturer,509 W Vickery Blvd.,,Fort Worth,TX,76104-1110,United States,www.dickies.com/b2b,8003367202,8003367212,7/6/2015,1/29/2019,7/9/2018
599683,Digifab Systems,Manufacturer/Distributor,5015 Pacific Blvd.,,Los Angeles,CA,90058,United States,http://www.digifab.com,3235814500,,1/14/2010,2/8/2018,7/10/2017
75302,Digital Art Solutions,Manufacturer/Distributor,1830 W. University Drive,Ste. 106,Tempe,AZ,85281,United States,www.digitalartsolutions.com,8009597627,8009597627,2/1/2005,1/29/2019,6/25/2019
739528,Digital Art Solutions/Smart Designs,,2090 E University Drive,Ste 103,Tempe,AZ,85281,United States,www.smartdesigns.com,4809687121,8009597627,5/13/2015,6/13/2017,
550404,Digital Arts Imaging,,97 River Rd,,Flemington,NJ,8822,United States,www.digitalartsimaging.com,9082374646,,7/29/2009,12/2/2016,
879162,Digital Graphics Incorporation,,"52, Cheongdam-ro",,Yangju-si,Gyeonggi-do,11459,"Korea, Republic of",https://www.dgi-net.com,82318208900,,6/14/2019,6/14/2019,
835738,Digital Print Innovations LLC,,16918 Gramercy Place,,Gardena,CA,90247,United States,www.digitalprintinnovations.com,5626883735,,10/11/2017,4/12/2019,
765452,Digital Technology Group (DTG),,8176 Woodland Center Blvd.,,Tampa,FL,33614,United States,dtgweb.com,8138890660,8006810024,1/28/2016,12/15/2016,
65862,Digitizing Express Inc.,Service Provider,3824 47th Ave S,,Minneapolis,MN,55406,United States,http://www.digitizingexpress.com,6128276517,8778276517,10/15/2004,9/21/2017,7/5/2016
65903,Digitizing Factory,Service Provider,"1598/1 Soi Somdetchphrachoa-Taksin 4,","Kwang BANG YI RUEA, Khet Thonburi,",Bangkok,,10600,Thailand,www.digitizingfactory.com,6624669099,,10/15/2004,2/7/2018,6/21/2017
879078,Digitizing Sharp,,616 Corporate Way,Ste. 2 #5905,Valley Cottage,NY,10989,United States,https://digitizingsharp.com,8455709151,,6/10/2019,6/10/2019,
722807,Direct Color Systems,Manufacturer,99 Hammer Mill Road,,Rocky Hill,CT,6067,United States,www.directcolorsystems.com,8608292244,,6/9/2014,6/21/2018,6/21/2018
720842,Direct LED Frames,Manufacturer,1398 Pointsettia ave,Ste. 101,Vista,CA,92081,United States,www.directledframes.com,7605985888,,2/7/2014,7/18/2018,7/9/2018
614978,Display Fixture Warehouse,,4970 Fulton Industrial Blvd,,Atlanta,GA,30336,United States,www.displayfixturewarehouse.com,4043467755,8002316031,12/30/2010,9/11/2018,
356463,Diversified Printing Techniques Inc.,Distributor,13336 S Ridge Dr,,Charlotte,NC,28273,United States,www.diverprint.com,7045839433,,4/3/2009,7/5/2018,7/5/2018
616743,DJS Labels Inc.,Manufacturer,1361 Lincoln Ave,Unit 11,Holbrook,NY,11741,United States,www.djslabels.com,6317372323,18009672323,6/6/2011,1/29/2019,7/11/2017
65655,Dodger Industries Inc.,,2075 Stultz Road,PO box 711,Martinsville,VA,24112-0711,United States,www.dodgerindustries.com,2766387101,8002477879,10/15/2004,1/9/2019,
773574,Doublelin Intl. Corp.,Manufacturer/Distributor,5590 Jurupa St.,Ste B,Ontario,CA,91761,United States,www.doublelin.us,9098599303,,6/21/2016,8/16/2019,6/21/2018
599688,Douthitt Corp.,Manufacturer/Distributor,245 Adair St.,,Detroit,MI,48207-4287,United States,www.douthittcorp.com,3132591565,,1/14/2010,9/5/2012,7/6/2016
189171,Dow Consumer,,P.O. Box 0994,,Midland,MI,48686,United States,https://consumer.dow.com/en-us.html,9894964000,8002482481,9/19/2005,2/11/2019,6/23/2011
599690,Dowling Graphics Inc.,Manufacturer,12920 Automobile Blvd.,,Clearwater,FL,33762,United States,www.dowlinggraphics.com,7275735997,8007496933,1/14/2010,12/20/2018,7/8/2019
879158,Dr DTG & EMB,,2512 E. Fender Ave.,Ste. A,Fullerton,CA,92831,United States,https://drdtg.com/,7147700969,,6/14/2019,6/14/2019,
751493,Draper Knitting Co. Inc.,,28 Draper Lane,,Canton,MA,2021,United States,www.draperknitting.com/,7818280029,,7/29/2015,1/9/2019,
765353,Dreamscape,Manufacturer,40 Vanderhoof Ave.,,Rockaway,NJ,7866,United States,http://www.dreamscapewalls.com,9736257923,,1/28/2016,9/7/2018,7/12/2018
599693,DRI DUCK Traders,Manufacturer,7007 College Blvd.,Ste. 700,Overland Park,KS,66211,United States,www.driduck.com,8668528222,8668528222,1/14/2010,6/11/2019,6/21/2019
879099,DTG Mart / All American Mfg.,Manufacturer/Distributor,6430 Roland St.,,Buena Park,CA,90621,United States,https://www.aaprintsupplyco.com/,7145762900,,6/11/2019,6/11/2019,7/8/2019
765478,Dubuit of America Inc.,,70 Monaco Dr,,Roselle,IL,60172,United States,www.dubuitamerica.com,6308949500,,1/28/2016,10/28/2016,
61840,Dunbrooke Apparel Corp.,Manufacturer/Distributor,243 NW Executive Way,,Lees Summit,MO,64063,United States,www.dunbrooke.com,8167957722,8006413627,7/29/2004,1/9/2019,7/9/2018
832345,Dunlap Industries Inc.,Manufacturer,297 Industrial Park Road,P.O. Box 459,Dunlap,TN,37327,United States,www.dunlapworld.com,4233320799,8002517214,9/5/2017,6/21/2018,6/21/2018
771618,Dupont,,974 Centre Road,Building 730,Wilmington,DE,19805,United States,www.dupont.com,8004417515,,6/9/2016,6/5/2019,
65433,Durkee Hoops,,P.O. Box 1906,,Huntersville,NC,28070-1906,United States,www.dehoops.com,7049478868,8667435133,10/15/2004,1/9/2019,
773648,Dyemurex Inc.,Manufacturer,26670 Belleair St,,Roseville,MI,48066,United States,www.dyemurex.com,5864472509,,6/21/2016,8/21/2017,6/21/2019
599695,Dyenomite Apparel,Manufacturer,3706 Lacon Road,,Hilliard,OH,43026,United States,www.dyenomite.com,8887771916,,1/14/2010,3/24/2017,7/10/2017
600366,E-Zee Backing & Topping,Distributor,30 Bayside Ct.,,Laconia,NH,3246,United States,www.ezeebacking.com,8002253001,8002253001,1/14/2010,1/30/2019,7/10/2019
765347,E. L. Hatton Sales Co./ Banner Ups,Manufacturer,135 Park Place,Ste. 1,Wellington,OH,44090,United States,www.bannerups.com,4406473400,8008699601,1/28/2016,4/2/2019,6/25/2019
599699,E.M.C.,Manufacturer,1624 SE N ST ,Unit 4A,GRANTS PASS,OR,97526,United States,www.emcpatches.com,5415823720,8004439553,1/14/2010,10/22/2014,7/8/2019
599702,Eagle Regalia Co. Inc.,Manufacturer,245 4th St.,"Bldg. #1, 2nd floor",Passaic,NJ,7055,United States,www.eagleline.us,8454252245,,1/14/2010,6/20/2018,6/20/2018
848416,Eaze Flow,Service Provider,763 Mabury,,San Jose,CA,95113,United States,eazeflow.com,4082013378,,6/19/2018,6/22/2018,8/21/2019
879146,Econotransfer Co. Inc.,Manufacturer/Distributor,461 Carson Dr,,Bear,DE,19701,United States,econotransfer.us/shop/,3023656664,,6/14/2019,6/14/2019,7/15/2019
599704,Econscious,Manufacturer/Distributor,2180 South Mcdowell Blvd.,,Petaluma,CA,94954,United States,www.econscious.net,7077669504,8773266660,1/14/2010,2/8/2012,7/15/2019
65480,Edwards Garment Co.,Manufacturer,4900 S 9th St.,,Kalamazoo,MI,49009-8120,United States,https://www.edwardsgarment.com/,8002539885,,10/15/2004,6/14/2019,7/15/2019
773546,EG-PRO,Manufacturer/Distributor,275 W 39th St.,8th Floor,New York,NY,10018,United States,www.epro.com,2122210221,8554501450,6/21/2016,1/8/2019,7/19/2019
879039,Electronic Sign Supply Corp.,,6832 NW 77 Ct.,,Miami,FL,33166,United States,http://electrosignsupply.com/,3054770555,,6/5/2019,6/5/2019,
777033,Elna Inc.,Manufacturer/Distributor,10 INDUSTRIAL AVE.,Ste. 2,MAHWAH,NJ,7430,United States,www.elnausa.com,9725426061,,8/5/2016,7/1/2018,7/1/2018
62057,Emblemtek Solutions Group Inc.,,14 Terry Fox Drive,,Vankleek Hill,ON,K0B 1R0,Canada,http://www.emblemtek.com,6136786310,8002679385,7/29/2004,8/23/2016,
62349,Embroidery HQ,Manufacturer/Distributor,1011 Lemons Road,,Stokesdale,NC,27357,United States,www.embhq.com,3362940604,,7/29/2004,1/29/2019,7/7/2018
62181,Embroidery Technologies LLC,,18A Commonwealth Ave,,Erlanger,KY,41018,United States,www.embroiderytechnologies.com,8595729788,8009823068,7/29/2004,1/7/2019,
614241,EnduraPack,Manufacturer,405 RXR Plaza,,Uniondale,NY,11556,United States,www.endurapack.com,5166293600,8004116649,11/23/2010,6/21/2018,7/8/2019
765421,Engineered Printing Solutions,Manufacturer/Distributor,201 Tennis Way,,East Dorset,VT,5253,United States,www.epsvt.com,8023620844,8002727764,1/28/2016,3/15/2019,6/21/2019
297285,EnMart,Manufacturer/Distributor,1746 Keane Drive,,Traverse City,MI,49696,United States,www.myenmart.com,2319467703,8665161300,12/12/2007,2/8/2019,7/8/2019
141813,Epilog Laser,Manufacturer,16371 Table Mountain Pkwy.,,Golden,CO,80403-1826,United States,www.epiloglaser.com,3032771188,8884374567,7/21/2005,6/12/2019,7/13/2015
608889,Epson America Inc.,Manufacturer/Distributor,3840 Kilroy Airport Way,,Long Beach,CA,90806,United States,www.epson.com,5622905096,8004637766,4/23/2010,8/19/2019,7/5/2018
600275,EPTA NORTH AMERICA - TW Graphics,Manufacturer,3323 South Malt Ave.,,City of Commerce,CA,90040,United States,https://www.eptanova.com/en,3237211400,,1/14/2010,3/15/2019,7/10/2017
722724,Equipment Zone Inc.,Manufacturer/Distributor,527 Commerce St.,,Franklin Lakes,NJ,7417,United States,www.equipmentzone.com,2017971504,8004080040,6/9/2014,11/7/2014,7/15/2019
773725,ERB Industries Inc. dba ERB Safety and Fame Fabrics,Manufacturer,1 Safety Way,,Woodstock,GA,30188,United States,www.e-erb.com,7709267944,8008006522,6/21/2016,8/8/2019,7/8/2019
746873,Ever Hottie LLC,Manufacturer/Distributor,2853 E Pico Blvd,,LOS ANGELES,CA,90023,United States,http://www.everhottie.com,4154125685,,7/6/2015,9/7/2017,6/21/2017
599724,Everest-Soady Co.,Manufacturer/Distributor,8201 Sepulveda Place,,Van Nuys,CA,91402,United States,www.soadycompany.com,8187801123,8005007771,1/14/2010,7/10/2018,7/10/2018
65516,Eversole Run,Manufacturer,2194 Westbelt Drive,,Columbus,OH,43228-3820,United States,www.eversolerun.com,6147777774,8004002108,10/15/2004,6/20/2018,6/20/2018
198003,Executive Apparel,Manufacturer,2150 Kubach Road,,Philadelphia,PA,19116,United States,www.executiveapparel.com,2154645400,8002273932,9/26/2005,4/18/2019,7/8/2019
600022,EXILE Technologies,Manufacturer,7007 Pinemont Drive,,Houston,TX,77040,United States,www.exiletech.com,7133435662,8007477651,1/14/2010,7/7/2010,6/21/2019
616757,Exist Inc,,1650 NW 23rd Ave,,Fort Lauderdale,FL,33311- 2033,United States,www.existusa.com,9547397030,,6/6/2011,6/13/2019,
